archivo;ID;tipo;amplitude_to_db;loudness;mfcc;psd;spectral_centroid;spectrogram
ID025_15-12-2021_6.wav;ID025;6;-60.227356;-14.034159;-15.760639;8.2792015;1269.029;1.5940908
ID026_15-12-2021_6.wav;ID026;6;-56.56404;-16.15776;-16.794752;4.2593884;1336.0173;0.83756775
ID027_01-12-2021_6.wav;ID027;6;-58.984566;-15.314104;-14.453186;4.4892864;3102.3894;0.88096625
ID032_02-12-2021_6.wav;ID032;6;-53.25818;-15.388894;-14.6949005;5.322783;2765.3962;1.0427637
ID044_01-12-2021_6.wav;ID044;6;-58.189137;-15.190508;-14.235299;3.5164568;3754.733;0.7041392
ID101_25-10-2022_6.wav;ID101;6;-55.7176;-19.945168;-14.735223;5.2775836;1647.4004;0.85969794
ID102_25-10-2022_6.wav;ID102;6;-53.13547;-13.971011;-13.301086;9.989804;2658.423;1.9544957
ID103_25-10-2022_6.wav;ID103;6;-61.048744;-48.467117;-23.47882;0.0036262714;4909.8486;0.0006845971
ID104_25-10-2022_6.wav;ID104;6;-56.691452;-14.632964;-14.137676;5.9096975;nan;1.1717498
ID105_25-10-2022_6.wav;ID105;6;-49.9249;-13.428095;-13.343012;9.651756;nan;1.8711797
ID106_25-10-2022_6.wav;ID106;6;-56.047386;-13.872826;-15.28074;6.378386;2588.3403;1.2537605
ID107_25-10-2022_6.wav;ID107;6;-51.885643;-13.86931;-14.603466;10.347601;2672.7444;2.0585938
ID108_25-10-2022_6.wav;ID108;6;-54.774765;-14.401942;-15.166704;6.531015;2360.6042;1.2788792
ID109_25-10-2022_6.wav;ID109;6;-48.34959;-17.931112;-15.315715;5.627471;2346.9526;1.1132627
ID110_25-10-2022_6.wav;ID110;6;-50.72908;-16.154396;-15.343744;5.871079;2377.466;1.1334194
ID111_26-10-2022_6.wav;ID111;6;-53.386658;-15.208331;-14.662005;5.7146115;3371.5125;1.1153375
ID112_26-10-2022_6.wav;ID112;6;-63.05481;-37.08493;-18.300238;0.123641014;nan;0.021066876
ID113_26-10-2022_6.wav;ID113;6;-50.81818;-14.707929;-15.097219;10.048174;2025.9785;1.9544853
ID114_26-10-2022_6.wav;ID114;6;-51.351284;-14.517989;-13.925119;9.571384;nan;1.896371
ID115_26-10-2022_6.wav;ID115;6;-61.253193;-15.538531;-14.573699;3.7649386;2746.712;0.7349603
ID116_26-10-2022_6.wav;ID116;6;-54.51161;-14.428659;-13.614778;6.480983;nan;1.2710841
ID117_26-10-2022_6.wav;ID117;6;-57.345024;-15.363907;-15.079627;4.5822363;2375.677;0.86551124
ID118_26-10-2022_6.wav;ID118;6;-53.38228;-12.18969;-13.380753;15.564063;2195.3042;3.1286275
ID119_26-10-2022_6.wav;ID119;6;-49.659473;-19.69588;-15.692138;3.4324927;nan;0.6829466
ID120_26-10-2022_6.wav;ID120;6;-59.155346;-16.814545;-14.681316;3.1698937;nan;0.62039256
ID121_26-10-2022_6.wav;ID121;6;-62.692753;-18.014317;-14.3115;2.9593327;nan;0.5814253
ID123_26-10-2022_6.wav;ID123;6;-52.846798;-14.795634;-14.345031;6.809196;3015.124;1.3325706
ID124_26-10-2022_6.wav;ID124;6;-58.00502;-13.951258;-13.943608;5.757856;nan;1.1178524
ID125_26-10-2022_6.wav;ID125;6;-56.976418;-23.762201;-17.192936;1.1978341;3033.8875;0.22929129
ID130_16-2-2023_6.wav;ID130;6;-59.3123;-25.38917;-17.711784;0.45245358;nan;0.092499286
ID131_17-2-2023_6.wav;ID131;6;-58.414513;-23.179081;-16.275116;0.6410831;nan;0.12532161
ID132_17-2-2023_6.wav;ID132;6;-59.785263;-27.865929;-17.155447;0.18358594;nan;0.03408251
ID133_17-2-2023_6.wav;ID133;6;-47.384014;-20.722004;-15.859131;0.6001792;4624.3267;0.117040604
ID150_16-2-2023_6.wav;ID150;6;-58.56889;-22.368925;-16.899826;0.5319055;nan;0.10709845
ID151_16-2-2023_6.wav;ID151;6;-58.388767;-28.956564;-18.001564;0.1795722;nan;0.034828722
ID152_17-2-2023_6.wav;ID152;6;-57.365784;-18.727304;-15.439728;2.1926844;nan;0.44016883
ID153_17-2-2023_6.wav;ID153;6;-55.975163;-18.04082;-14.435712;3.1118445;nan;0.6157891
ID154_17-2-2023_6.wav;ID154;6;-60.88054;-30.268255;-18.493204;0.10470022;nan;0.020979695
ID155_17-2-2023_6.wav;ID155;6;-58.76535;-22.947584;-16.94911;0.4350288;nan;0.08473852
ID156_17-2-2023_6.wav;ID156;6;-50.797794;-21.301788;-16.531864;0.64503807;4724.9663;0.12616725
ID157_17-2-2023_6.wav;ID157;6;-47.1367;-21.063164;-16.132097;0.8840781;4628.6763;0.17454238
ID158_17-2-2023_6.wav;ID158;6;-50.40941;-24.77822;-15.768553;0.35555047;4730.4697;0.06751668
ID159_17-2-2023_6.wav;ID159;6;-48.174072;-19.400885;-14.503317;2.3298314;5578.5693;0.43509004
ID160_-19-02-2023_6.wav;ID160;6;-58.36074;-18.52942;-14.732929;4.2708554;3271.9353;0.8078446
ID161_19-2-2023_6.wav;ID161;6;-42.763145;-17.111153;-14.261272;2.134462;5651.0576;0.44345343
ID162_20-2-2023_6.wav;ID162;6;-47.06839;-17.466648;-14.164196;2.2700531;4523.4023;0.44194055
ID163_20-2-2023_6.wav;ID163;6;-36.213703;-14.600649;-14.493066;2.7810295;5212.692;0.5447804
ID164_20-02-2023_6.wav;ID164;6;-66.04161;-21.458689;-16.872442;2.2460122;955.34064;0.4452087
ID165_20-02-2023_6.wav;ID165;6;-68.32325;-24.924406;-16.153461;0.89432055;1559.8593;0.17759746
ID166_20-02-2023_6.wav;ID166;6;-69.34831;-22.12668;-16.714565;1.0090529;1266.5428;0.20461756
ID167_20-02-2023_6.wav;ID167;6;-69.84621;-23.897766;-16.591616;1.1077371;1381.481;0.2242059
ID168_20-02-2023_6.wav;ID168;6;-61.90916;-24.743834;-17.36265;1.3196412;1505.942;0.26024655
ID169_20-02-2023_6.wav;ID169;6;-65.26976;-24.002235;-17.682632;1.6513462;1318.8269;0.32066908
ID170_20-02-2023_6.wav;ID170;6;-63.566265;-22.063204;-16.796396;1.9573668;1297.031;0.3870117
ID171_20-02-2023_6.wav;ID171;6;-68.92198;-24.664827;-17.88732;0.9304062;1085.6011;0.1775062
ID172_20-02-2023_6.wav;ID172;6;-67.57451;-25.649246;-17.834356;0.795999;1116.0387;0.15576386
ID173_06-03-2023_6.wav;ID173;6;-61.87584;-23.065783;-16.42849;1.6430942;1222.9407;0.3213903
ID174_06-03-2023_6.wav;ID174;6;-69.94124;-23.16947;-17.8928;0.94454414;1248.8335;0.18655719
ID175_07-03-2023_6.wav;ID175;6;-68.59471;-23.114145;-16.617811;1.5062523;1160.4047;0.30205518
ID176_07-03-2023_6.wav;ID176;6;-71.02525;-26.592314;-17.52103;0.48061454;1072.6216;0.093849264
ID177_07-03-2023_6.wav;ID177;6;-67.80566;-22.684938;-17.098162;1.5636461;1005.1806;0.316534
ID178_07-03-2023_6.wav;ID178;6;-59.718422;-24.997171;-16.539587;1.7433512;1460.232;0.35479358
ID179_07-03-2023_6.wav;ID179;6;-69.77405;-25.934866;-17.948862;0.5070288;1302.0726;0.10705416
ID180_07-03-2023_6.wav;ID180;6;-69.417076;-24.875917;-17.891134;0.7966172;1170.3302;0.15150517
ID181_07-03-2023_6.wav;ID181;6;-67.44714;-23.832642;-17.248089;1.269633;1370.2677;0.24946123
ID182_07-03-2023_6.wav;ID182;6;-63.834858;-24.05464;-17.286642;1.4243228;1123.0852;0.28140128
