archivo;ID;tipo;amplitude_to_db;loudness;mfcc;psd;spectral_centroid;spectrogram
ID025_15-12-2021_5.wav;ID025;5;-59.33889;-38.635727;-22.474861;0.075153716;907.9646;0.017570917
ID026_15-12-2021_5.wav;ID026;5;-59.94461;-20.493288;-17.240654;2.404932;1067.7424;0.4223727
ID027_01-12-2021_5.wav;ID027;5;-65.3535;-17.588757;-14.9535475;2.061298;3413.7354;0.4046233
ID032_02-12-2021_5.wav;ID032;5;-54.00357;-15.91638;-14.596515;3.8778763;2836.4705;0.7482505
ID044_01-12-2021_5.wav;ID044;5;-59.33362;-16.306627;-14.898925;3.3551743;3807.0164;0.66186875
ID101_25-10-2022_5.wav;ID101;5;-65.81795;-65.97191;-27.344793;0.00012947262;6923.1226;2.2931183e-05
ID104_25-10-2022_5.wav;ID104;5;-59.320618;-14.85497;-14.199228;6.220816;2150.8926;1.2430378
ID105_25-10-2022_5.wav;ID105;5;-52.196934;-15.923425;-14.538852;4.6801186;2949.8674;0.92407095
ID106_25-10-2022_5.wav;ID106;5;-59.24964;-15.996108;-15.28428;3.7481415;2309.844;0.74632
ID107_25-10-2022_5.wav;ID107;5;-53.651306;-23.705324;-16.474653;1.2771207;2579.246;0.24696904
ID108_25-10-2022_5.wav;ID108;5;-59.075775;-34.966766;-18.282848;0.20917243;2610.4463;0.037386987
ID109_25-10-2022_5.wav;ID109;5;-52.825615;-13.846401;-14.12252;7.355405;2610.1313;1.4452473
ID110_25-10-2022_5.wav;ID110;5;-53.29784;-15.138564;-14.427899;6.6737986;nan;1.3291368
ID111_26-10-2022_5.wav;ID111;5;-57.977604;-14.517031;-14.802595;3.9332502;nan;0.7741567
ID112_26-10-2022_5.wav;ID112;5;-57.051632;-17.779524;-13.810857;5.2008348;nan;0.98183405
ID113_26-10-2022_5.wav;ID113;5;-45.74249;-12.182042;-14.837093;31.371347;1056.6846;6.097264
ID114_26-10-2022_5.wav;ID114;5;-50.709747;-12.983701;-14.197652;11.202016;nan;2.191732
ID115_26-10-2022_5.wav;ID115;5;-63.852825;-15.540044;-14.568021;2.937971;2552.1519;0.5653017
ID116_26-10-2022_5.wav;ID116;5;-66.098045;-30.64953;-17.772587;0.4646136;nan;0.09266938
ID117_26-10-2022_5.wav;ID117;5;-60.78499;-35.38536;-18.144682;0.2369851;2715.998;0.04188326
ID118_26-10-2022_5.wav;ID118;5;-55.80948;-17.851166;-14.589903;5.4585485;2255.975;1.041823
ID119_26-10-2022_5.wav;ID119;5;-43.812855;-14.883711;-14.988903;11.204958;1987.0427;2.200208
ID120_26-10-2022_5.wav;ID120;5;-61.158474;-30.001238;-17.034458;0.34394345;nan;0.06347531
ID121_26-10-2022_5.wav;ID121;5;-55.26956;-14.2277;-14.114395;6.9117064;2630.0117;1.3874527
ID123_26-10-2022_5.wav;ID123;5;-55.445347;-12.791339;-13.960017;6.3940444;2947.0505;1.2575543
ID124_26-10-2022_5.wav;ID124;5;-48.151993;-12.245016;-13.573497;15.870287;2257.3875;3.0780346
ID130_16-2-2023_5.wav;ID130;5;-59.55945;-25.52296;-17.363234;0.5088268;nan;0.10300933
ID131_17-2-2023_5.wav;ID131;5;-58.205605;-19.872541;-15.528022;0.9463438;nan;0.18714847
ID132_17-2-2023_5.wav;ID132;5;-60.331993;-29.00926;-17.485613;0.13236958;nan;0.025794348
ID133_17-2-2023_5.wav;ID133;5;-45.243767;-19.992022;-16.205349;0.83649015;4477.1436;0.16299935
ID150_16-2-2023_5.wav;ID150;5;-58.78191;-24.561611;-17.396746;0.39139676;nan;0.07766284
